OMR_Flow,channel_id,channel_number,node,Alt,length,upnode,downnode,group,overlap
<-5500,4,5,5,NAA,12350,5,6,himed,0.9045808183759548
<-5500,4,5,5,NAA,12350,5,6,hihi,0.9773266545503344
<-5500,5,6,6,NAA,9878,6,7,lolo,0.8518496106358063
<-5500,5,6,6,NAA,9878,6,7,lomed,-1
<-5500,5,6,6,NAA,9878,6,7,lohi,-1
<-5500,5,6,6,NAA,9878,6,7,medlo,0.8361831981637238
<-5500,5,6,6,NAA,9878,6,7,medmed,0.9332233780482572
<-5500,5,6,6,NAA,9878,6,7,medhi,0.914930125219964
<-5500,5,6,6,NAA,9878,6,7,hilo,0.8388261033156791
<-5500,5,6,6,NAA,9878,6,7,himed,0.9229617790807652
<-5500,5,6,6,NAA,9878,6,7,hihi,0.9548287767156516
<-5500,6,7,7,NAA,8796,7,8,lolo,0.8385893366597814
<-5500,6,7,7,NAA,8796,7,8,lomed,-1
<-5500,6,7,7,NAA,8796,7,8,lohi,-1
<-5500,6,7,7,NAA,8796,7,8,medlo,0.8248881997576502
<-5500,6,7,7,NAA,8796,7,8,medmed,0.9257196976185744
<-5500,6,7,7,NAA,8796,7,8,medhi,0.9067600648335268
<-5500,6,7,7,NAA,8796,7,8,hilo,0.836109873202091
<-5500,6,7,7,NAA,8796,7,8,himed,0.915447643292802
<-5500,6,7,7,NAA,8796,7,8,hihi,0.9457688244194068
<-5500,7,8,8,NAA,11625,8,9,lolo,0.7339073073598699
<-5500,7,8,8,NAA,11625,8,9,lomed,-1
<-5500,7,8,8,NAA,11625,8,9,lohi,-1
<-5500,7,8,8,NAA,11625,8,9,medlo,0.7134504387244174
<-5500,7,8,8,NAA,11625,8,9,medmed,0.8174060469860385
<-5500,7,8,8,NAA,11625,8,9,medhi,0.8035142385094063
<-5500,7,8,8,NAA,11625,8,9,hilo,0.8101716149556788
<-5500,7,8,8,NAA,11625,8,9,himed,0.8194830738645708
<-5500,7,8,8,NAA,11625,8,9,hihi,0.8389012739660304
<-5500,8,9,9,NAA,10497,9,10,lolo,0.771899885973002
<-5500,8,9,9,NAA,10497,9,10,lomed,-1
<-5500,8,9,9,NAA,10497,9,10,lohi,-1
<-5500,8,9,9,NAA,10497,9,10,medlo,0.7516138892414884
<-5500,8,9,9,NAA,10497,9,10,medmed,0.8289530369800949
<-5500,8,9,9,NAA,10497,9,10,medhi,0.8370064699585817
<-5500,8,9,9,NAA,10497,9,10,hilo,0.828971194705371
<-5500,8,9,9,NAA,10497,9,10,himed,0.8360013224214957
<-5500,8,9,9,NAA,10497,9,10,hihi,0.866828034375881
<-5500,9,10,10,NAA,9400,10,11,lolo,0.804880413904822
<-5500,9,10,10,NAA,9400,10,11,lomed,-1
<-5500,9,10,10,NAA,9400,10,11,lohi,-1
<-5500,9,10,10,NAA,9400,10,11,medlo,0.7843714814994802
<-5500,9,10,10,NAA,9400,10,11,medmed,0.8481815247716189
<-5500,9,10,10,NAA,9400,10,11,medhi,0.8614508507397192
<-5500,9,10,10,NAA,9400,10,11,hilo,0.8434287623520434
<-5500,9,10,10,NAA,9400,10,11,himed,0.8539599170789858
<-5500,9,10,10,NAA,9400,10,11,hihi,0.8866855844837646
<-5500,10,11,11,NAA,12748,11,12,lolo,0.8286924086192557
<-5500,10,11,11,NAA,12748,11,12,lomed,-1
<-5500,10,11,11,NAA,12748,11,12,lohi,-1
<-5500,10,11,11,NAA,12748,11,12,medlo,0.8100366028885007
<-5500,10,11,11,NAA,12748,11,12,medmed,0.8655861505312509
<-5500,10,11,11,NAA,12748,11,12,medhi,0.8739491891286717
<-5500,10,11,11,NAA,12748,11,12,hilo,0.8564616572094553
<-5500,10,11,11,NAA,12748,11,12,himed,0.8649593997500706
<-5500,10,11,11,NAA,12748,11,12,hihi,0.8994274632519831
<-5500,11,12,12,NAA,8214,12,13,lolo,0.851244600989427
<-5500,11,12,12,NAA,8214,12,13,lomed,-1
<-5500,11,12,12,NAA,8214,12,13,lohi,-1
<-5500,11,12,12,NAA,8214,12,13,medlo,0.8373557790258981
<-5500,11,12,12,NAA,8214,12,13,medmed,0.883091114809872
<-5500,11,12,12,NAA,8214,12,13,medhi,0.8908513087434029
<-5500,11,12,12,NAA,8214,12,13,hilo,0.8731829922633705
<-5500,11,12,12,NAA,8214,12,13,himed,0.8812542154429045
<-5500,11,12,12,NAA,8214,12,13,hihi,0.9134557374765636
<-5500,12,13,13,NAA,7706,13,14,lolo,0.8638591470586043
<-5500,12,13,13,NAA,7706,13,14,lomed,-1
<-5500,12,13,13,NAA,7706,13,14,lohi,-1
<-5500,12,13,13,NAA,7706,13,14,medlo,0.8506285687067904
<-5500,12,13,13,NAA,7706,13,14,medmed,0.8913072672233306
<-5500,12,13,13,NAA,7706,13,14,medhi,0.9018889384109988
<-5500,12,13,13,NAA,7706,13,14,hilo,0.8815987693484509
<-5500,12,13,13,NAA,7706,13,14,himed,0.8910867711740111
<-5500,12,13,13,NAA,7706,13,14,hihi,0.921092110417828
<-5500,13,14,14,NAA,5339,14,15,lolo,0.87380125518236
<-5500,13,14,14,NAA,5339,14,15,lomed,-1
<-5500,13,14,14,NAA,5339,14,15,lohi,-1
<-5500,13,14,14,NAA,5339,14,15,medlo,0.8605473401344171
<-5500,13,14,14,NAA,5339,14,15,medmed,0.8975138340317407
<-5500,13,14,14,NAA,5339,14,15,medhi,0.9145001501494984
<-5500,13,14,14,NAA,5339,14,15,hilo,0.8880692890774623
<-5500,13,14,14,NAA,5339,14,15,himed,0.8988482454300895
<-5500,13,14,14,NAA,5339,14,15,hihi,0.9285049430844868
<-5500,14,15,15,NAA,5388,15,16,lolo,0.8791456833095017
<-5500,14,15,15,NAA,5388,15,16,lomed,-1
<-5500,14,15,15,NAA,5388,15,16,lohi,-1
<-5500,14,15,15,NAA,5388,15,16,medlo,0.866496218405884
<-5500,14,15,15,NAA,5388,15,16,medmed,0.9036329322173624
<-5500,14,15,15,NAA,5388,15,16,medhi,0.9189920528273589
<-5500,14,15,15,NAA,5388,15,16,hilo,0.8929563480333839
<-5500,14,15,15,NAA,5388,15,16,himed,0.9045397187673644
<-5500,14,15,15,NAA,5388,15,16,hihi,0.9342088851196332
<-5500,15,16,16,NAA,5384,16,18,lolo,0.8928686482790393
<-5500,15,16,16,NAA,5384,16,18,lomed,-1
<-5500,15,16,16,NAA,5384,16,18,lohi,-1
<-5500,15,16,16,NAA,5384,16,18,medlo,0.8792234067511954
<-5500,15,16,16,NAA,5384,16,18,medmed,0.916221864211706
<-5500,15,16,16,NAA,5384,16,18,medhi,0.9294504405005136
<-5500,15,16,16,NAA,5384,16,18,hilo,0.9044810172140764
<-5500,15,16,16,NAA,5384,16,18,himed,0.91630622323287
<-5500,15,16,16,NAA,5384,16,18,hihi,0.9461591312192932
<-5500,16,17,17,NAA,13150,17,1,lolo,0.9999999999997314
<-5500,16,17,17,NAA,13150,17,1,lomed,-1
<-5500,16,17,17,NAA,13150,17,1,lohi,-1
<-5500,16,17,17,NAA,13150,17,1,medlo,0.9999995577474234
<-5500,16,17,17,NAA,13150,17,1,medmed,0.9999994481043428
<-5500,16,17,17,NAA,13150,17,1,medhi,0.9999999262987744
<-5500,16,17,17,NAA,13150,17,1,hilo,0.9999976230775312
<-5500,16,17,17,NAA,13150,17,1,himed,0.9999997819651012
<-5500,16,17,17,NAA,13150,17,1,hihi,0.9999957192568792
<-5500,17,18,18,NAA,3765,18,19,lolo,0.9224029606818602
<-5500,17,18,18,NAA,3765,18,19,lomed,-1
<-5500,17,18,18,NAA,3765,18,19,lohi,-1
<-5500,17,18,18,NAA,3765,18,19,medlo,0.9098125339720284
<-5500,17,18,18,NAA,3765,18,19,medmed,0.9396073493815732
<-5500,17,18,18,NAA,3765,18,19,medhi,0.9570138768034456
<-5500,17,18,18,NAA,3765,18,19,hilo,0.9301883055316738
<-5500,17,18,18,NAA,3765,18,19,himed,0.937220430593665
<-5500,17,18,18,NAA,3765,18,19,hihi,0.9671655256868436
<-5500,18,19,19,NAA,3666,19,20,lolo,0.9302512954287336
<-5500,18,19,19,NAA,3666,19,20,lomed,-1
<-5500,18,19,19,NAA,3666,19,20,lohi,-1
<-5500,18,19,19,NAA,3666,19,20,medlo,0.9185972418097712
<-5500,18,19,19,NAA,3666,19,20,medmed,0.9453080185056127
<-5500,18,19,19,NAA,3666,19,20,medhi,0.9614850679650354
<-5500,18,19,19,NAA,3666,19,20,hilo,0.9369399872801856
<-5500,18,19,19,NAA,3666,19,20,himed,0.9429773092998308
<-5500,18,19,19,NAA,3666,19,20,hihi,0.9701389552610896
<-5500,19,20,20,NAA,4107,20,21,lolo,0.938041433726038
<-5500,19,20,20,NAA,4107,20,21,lomed,-1
<-5500,19,20,20,NAA,4107,20,21,lohi,-1
<-5500,19,20,20,NAA,4107,20,21,medlo,0.927828242264242
<-5500,19,20,20,NAA,4107,20,21,medmed,0.9506612869761618
<-5500,19,20,20,NAA,4107,20,21,medhi,0.9653700103497124
<-5500,19,20,20,NAA,4107,20,21,hilo,0.9434753062653588
<-5500,19,20,20,NAA,4107,20,21,himed,0.9488011996853604
<-5500,19,20,20,NAA,4107,20,21,hihi,0.9723331683509217
<-5500,20,21,21,NAA,5947,21,22,lolo,0.946595988061724
<-5500,20,21,21,NAA,5947,21,22,lomed,-1
<-5500,20,21,21,NAA,5947,21,22,lohi,-1
<-5500,20,21,21,NAA,5947,21,22,medlo,0.9385125032610776
<-5500,20,21,21,NAA,5947,21,22,medmed,0.9564656613519328
<-5500,20,21,21,NAA,5947,21,22,medhi,0.9692734376826472
<-5500,20,21,21,NAA,5947,21,22,hilo,0.9501110431449432
<-5500,20,21,21,NAA,5947,21,22,himed,0.957657063932904
<-5500,20,21,21,NAA,5947,21,22,hihi,0.9748216821283584
<-5500,21,22,22,NAA,6803,22,23,lolo,0.953890667201812
<-5500,21,22,22,NAA,6803,22,23,lomed,-1
<-5500,21,22,22,NAA,6803,22,23,lohi,-1
<-5500,21,22,22,NAA,6803,22,23,medlo,0.946177538543996
<-5500,21,22,22,NAA,6803,22,23,medmed,0.9602987167068456
<-5500,21,22,22,NAA,6803,22,23,medhi,0.9722835788766722
<-5500,21,22,22,NAA,6803,22,23,hilo,0.9557090786389204
<-5500,21,22,22,NAA,6803,22,23,himed,0.9621336473899216
<-5500,21,22,22,NAA,6803,22,23,hihi,0.976099577036996
<-5500,22,23,23,NAA,3425,23,24,lolo,0.9595654480929332
<-5500,22,23,23,NAA,3425,23,24,lomed,-1
<-5500,22,23,23,NAA,3425,23,24,lohi,-1
<-5500,22,23,23,NAA,3425,23,24,medlo,0.9518883484149976
<-5500,22,23,23,NAA,3425,23,24,medmed,0.9629282023225472
<-5500,22,23,23,NAA,3425,23,24,medhi,0.9745512713171032
<-5500,22,23,23,NAA,3425,23,24,hilo,0.9600517745460608
<-5500,22,23,23,NAA,3425,23,24,himed,0.9657808271669808
<-5500,22,23,23,NAA,3425,23,24,hihi,0.9766958321649556
<-5500,23,24,24,NAA,7742,24,25,lolo,0.969608194116918
<-5500,23,24,24,NAA,7742,24,25,lomed,-1
<-5500,23,24,24,NAA,7742,24,25,lohi,-1
<-5500,23,24,24,NAA,7742,24,25,medlo,0.96585292491011
<-5500,23,24,24,NAA,7742,24,25,medmed,0.9708620346327144
<-5500,23,24,24,NAA,7742,24,25,medhi,0.9764760572712958
<-5500,23,24,24,NAA,7742,24,25,hilo,0.9724661287691374
<-5500,23,24,24,NAA,7742,24,25,himed,0.9763972040641477
<-5500,23,24,24,NAA,7742,24,25,hihi,0.9758234594173006
<-5500,24,25,25,NAA,3317,25,26,lolo,0.9726784598134792
<-5500,24,25,25,NAA,3317,25,26,lomed,-1
<-5500,24,25,25,NAA,3317,25,26,lohi,-1
<-5500,24,25,25,NAA,3317,25,26,medlo,0.9696608268218396
<-5500,24,25,25,NAA,3317,25,26,medmed,0.9734234216522628
<-5500,24,25,25,NAA,3317,25,26,medhi,0.9765929531018128
<-5500,24,25,25,NAA,3317,25,26,hilo,0.9757526491819098
<-5500,24,25,25,NAA,3317,25,26,himed,0.97878857186251
<-5500,24,25,25,NAA,3317,25,26,hihi,0.9739713307204224
<-5500,25,26,26,NAA,4000,26,27,lolo,0.938169167606968
<-5500,25,26,26,NAA,4000,26,27,lomed,-1
<-5500,25,26,26,NAA,4000,26,27,lohi,-1
<-5500,25,26,26,NAA,4000,26,27,medlo,0.9307296076233332
<-5500,25,26,26,NAA,4000,26,27,medmed,0.9381965514026452
<-5500,25,26,26,NAA,4000,26,27,medhi,0.9515424685239277
<-5500,25,26,26,NAA,4000,26,27,hilo,0.9524695241367352
<-5500,25,26,26,NAA,4000,26,27,himed,0.9469500818364366
<-5500,25,26,26,NAA,4000,26,27,hihi,0.9454940945711028
<-5500,26,27,28,NAA,4700,28,26,lolo,0.943830177626064
<-5500,26,27,28,NAA,4700,28,26,lomed,-1
<-5500,26,27,28,NAA,4700,28,26,lohi,-1
<-5500,26,27,28,NAA,4700,28,26,medlo,0.9368340701106296
<-5500,26,27,28,NAA,4700,28,26,medmed,0.9427373370984926
<-5500,26,27,28,NAA,4700,28,26,medhi,0.9563999952502578
<-5500,26,27,28,NAA,4700,28,26,hilo,0.9560217191863438
<-5500,26,27,28,NAA,4700,28,26,himed,0.9506962857643824
<-5500,26,27,28,NAA,4700,28,26,hihi,0.9496762038659572
<-5500,27,28,27,NAA,5000,27,29,lolo,0.947634026854094
<-5500,27,28,27,NAA,5000,27,29,lomed,-1
<-5500,27,28,27,NAA,5000,27,29,lohi,-1
<-5500,27,28,27,NAA,5000,27,29,medlo,0.9415614545676076
<-5500,27,28,27,NAA,5000,27,29,medmed,0.9478153902987558
<-5500,27,28,27,NAA,5000,27,29,medhi,0.9587673259097332
<-5500,27,28,27,NAA,5000,27,29,hilo,0.9595152844638548
<-5500,27,28,27,NAA,5000,27,29,himed,0.955118900494016
<-5500,27,28,27,NAA,5000,27,29,hihi,0.9540217191499012
<-5500,28,29,29,NAA,3800,29,28,lolo,0.9530356291713185
<-5500,28,29,29,NAA,3800,29,28,lomed,-1
<-5500,28,29,29,NAA,3800,29,28,lohi,-1
<-5500,28,29,29,NAA,3800,29,28,medlo,0.9474065355664736
<-5500,28,29,29,NAA,3800,29,28,medmed,0.9525985124373856
<-5500,28,29,29,NAA,3800,29,28,medhi,0.9637209599845512
<-5500,28,29,29,NAA,3800,29,28,hilo,0.963375916750746
<-5500,28,29,29,NAA,3800,29,28,himed,0.959128733875318
<-5500,28,29,29,NAA,3800,29,28,hihi,0.9585925553761612
<-5500,29,30,26,NAA,7358,26,29,lolo,0.9262675717565868
<-5500,29,30,26,NAA,7358,26,29,lomed,-1
<-5500,29,30,26,NAA,7358,26,29,lohi,-1
<-5500,29,30,26,NAA,7358,26,29,medlo,0.91510009356024
<-5500,29,30,26,NAA,7358,26,29,medmed,0.9226493224503844
<-5500,29,30,26,NAA,7358,26,29,medhi,0.9362548899861056
<-5500,29,30,26,NAA,7358,26,29,hilo,0.9392715281927374
<-5500,29,30,26,NAA,7358,26,29,himed,0.9325973134079976
<-5500,29,30,26,NAA,7358,26,29,hihi,0.9351475051709762
<-5500,30,31,29,NAA,6525,29,30,lolo,0.9387480605899492
<-5500,30,31,29,NAA,6525,29,30,lomed,-1
<-5500,30,31,29,NAA,6525,29,30,lohi,-1
<-5500,30,31,29,NAA,6525,29,30,medlo,0.9307036013606512
<-5500,30,31,29,NAA,6525,29,30,medmed,0.9366516042026576
<-5500,30,31,29,NAA,6525,29,30,medhi,0.9513208662091802
<-5500,30,31,29,NAA,6525,29,30,hilo,0.9506339780588364
<-5500,30,31,29,NAA,6525,29,30,himed,0.9455826788166548
<-5500,30,31,29,NAA,6525,29,30,hihi,0.9465495959647708
<-5500,31,32,30,NAA,6098,30,31,lolo,0.9782080848720046
<-5500,31,32,30,NAA,6098,30,31,lomed,-1
<-5500,31,32,30,NAA,6098,30,31,lohi,-1
<-5500,31,32,30,NAA,6098,30,31,medlo,0.97684481221352
<-5500,31,32,30,NAA,6098,30,31,medmed,0.9788554759382458
<-5500,31,32,30,NAA,6098,30,31,medhi,0.9802127436784968
<-5500,31,32,30,NAA,6098,30,31,hilo,0.9823222591452349
<-5500,31,32,30,NAA,6098,30,31,himed,0.9810027949294404
<-5500,31,32,30,NAA,6098,30,31,hihi,0.9780170831131382
<-5500,32,33,31,NAA,2397,31,32,lolo,0.789113583243949
<-5500,32,33,31,NAA,2397,31,32,lomed,-1
<-5500,32,33,31,NAA,2397,31,32,lohi,-1
<-5500,32,33,31,NAA,2397,31,32,medlo,0.7698346066470853
<-5500,32,33,31,NAA,2397,31,32,medmed,0.7639904351149147
<-5500,32,33,31,NAA,2397,31,32,medhi,0.8022218555763407
<-5500,32,33,31,NAA,2397,31,32,hilo,0.8510118601713939
<-5500,32,33,31,NAA,2397,31,32,himed,0.8242404711601963
<-5500,32,33,31,NAA,2397,31,32,hihi,0.7591594208657999
<-5500,33,34,30,NAA,5988,30,32,lolo,0.9434916191349996
<-5500,33,34,30,NAA,5988,30,32,lomed,-1
<-5500,33,34,30,NAA,5988,30,32,lohi,-1
<-5500,33,34,30,NAA,5988,30,32,medlo,0.9357547951471492
<-5500,33,34,30,NAA,5988,30,32,medmed,0.9404101482886194
<-5500,33,34,30,NAA,5988,30,32,medhi,0.9523032488253776
<-5500,33,34,30,NAA,5988,30,32,hilo,0.9534386861140302
<-5500,33,34,30,NAA,5988,30,32,himed,0.948736132257458
<-5500,33,34,30,NAA,5988,30,32,hihi,0.949383305755148
<-5500,34,35,31,NAA,7239,31,33,lolo,0.9233631743248016
<-5500,34,35,31,NAA,7239,31,33,lomed,-1
<-5500,34,35,31,NAA,7239,31,33,lohi,-1
<-5500,34,35,31,NAA,7239,31,33,medlo,0.9139425097561812
<-5500,34,35,31,NAA,7239,31,33,medmed,0.9165194819073422
<-5500,34,35,31,NAA,7239,31,33,medhi,0.9287619244804756
<-5500,34,35,31,NAA,7239,31,33,hilo,0.9375657594443252
<-5500,34,35,31,NAA,7239,31,33,himed,0.9262436699705684
<-5500,34,35,31,NAA,7239,31,33,hihi,0.915256397641686
<-5500,35,36,32,NAA,5532,32,33,lolo,0.944799074605537
<-5500,35,36,32,NAA,5532,32,33,lomed,-1
<-5500,35,36,32,NAA,5532,32,33,lohi,-1
<-5500,35,36,32,NAA,5532,32,33,medlo,0.9370131486099909
<-5500,35,36,32,NAA,5532,32,33,medmed,0.939260198918544
<-5500,35,36,32,NAA,5532,32,33,medhi,0.94897082836614
<-5500,35,36,32,NAA,5532,32,33,hilo,0.953063294133822
<-5500,35,36,32,NAA,5532,32,33,himed,0.9453074656750332
<-5500,35,36,32,NAA,5532,32,33,hihi,0.9380046461646632
<-5500,36,37,33,NAA,5291,33,34,lolo,0.9613415428066652
<-5500,36,37,33,NAA,5291,33,34,lomed,-1
<-5500,36,37,33,NAA,5291,33,34,lohi,-1
<-5500,36,37,33,NAA,5291,33,34,medlo,0.956189453305739
<-5500,36,37,33,NAA,5291,33,34,medmed,0.9578023175568944
<-5500,36,37,33,NAA,5291,33,34,medhi,0.9652538642658434
<-5500,36,37,33,NAA,5291,33,34,hilo,0.9675069320452232
<-5500,36,37,33,NAA,5291,33,34,himed,0.962415789790988
<-5500,36,37,33,NAA,5291,33,34,hihi,0.9582682917423764
<-5500,37,38,34,NAA,4791,34,35,lolo,0.9501152418991038
<-5500,37,38,34,NAA,4791,34,35,lomed,-1
<-5500,37,38,34,NAA,4791,34,35,lohi,-1
<-5500,37,38,34,NAA,4791,34,35,medlo,0.943404699301265
<-5500,37,38,34,NAA,4791,34,35,medmed,0.9443953039267108
<-5500,37,38,34,NAA,4791,34,35,medhi,0.951027727156496
<-5500,37,38,34,NAA,4791,34,35,hilo,0.9587032493434152
<-5500,37,38,34,NAA,4791,34,35,himed,0.9515487695032548
<-5500,37,38,34,NAA,4791,34,35,hihi,0.944684930117387
<-5500,38,39,35,NAA,4316,35,36,lolo,0.9328656465006904
<-5500,38,39,35,NAA,4316,35,36,lomed,-1
<-5500,38,39,35,NAA,4316,35,36,lohi,-1
<-5500,38,39,35,NAA,4316,35,36,medlo,0.923968479837616
<-5500,38,39,35,NAA,4316,35,36,medmed,0.9257736279449408
<-5500,38,39,35,NAA,4316,35,36,medhi,0.9355066487766974
<-5500,38,39,35,NAA,4316,35,36,hilo,0.9457235919938016
<-5500,38,39,35,NAA,4316,35,36,himed,0.9358985198597304
<-5500,38,39,35,NAA,4316,35,36,hihi,0.9250231664157034
<-5500,39,40,36,NAA,5753,36,37,lolo,0.937807749003526
<-5500,39,40,36,NAA,5753,36,37,lomed,-1
<-5500,39,40,36,NAA,5753,36,37,lohi,-1
<-5500,39,40,36,NAA,5753,36,37,medlo,0.9288662117371992
<-5500,39,40,36,NAA,5753,36,37,medmed,0.9307873333324204
<-5500,39,40,36,NAA,5753,36,37,medhi,0.9395822995901186
<-5500,39,40,36,NAA,5753,36,37,hilo,0.9490374156098812
<-5500,39,40,36,NAA,5753,36,37,himed,0.9399138352088232
<-5500,39,40,36,NAA,5753,36,37,hihi,0.9298820298925816
<-5500,40,41,35,NAA,6359,35,37,lolo,0.9401996586535613
<-5500,40,41,35,NAA,6359,35,37,lomed,-1
<-5500,40,41,35,NAA,6359,35,37,lohi,-1
<-5500,40,41,35,NAA,6359,35,37,medlo,0.932314176104578
<-5500,40,41,35,NAA,6359,35,37,medmed,0.9343122087800482
<-5500,40,41,35,NAA,6359,35,37,medhi,0.945350682796691
<-5500,40,41,35,NAA,6359,35,37,hilo,0.9530687612947916
<-5500,40,41,35,NAA,6359,35,37,himed,0.9444444557730518
<-5500,40,41,35,NAA,6359,35,37,hihi,0.9345269532059268
<-5500,41,42,37,NAA,8762,37,38,lolo,0.9426225642840536
<-5500,41,42,37,NAA,8762,37,38,lomed,-1
<-5500,41,42,37,NAA,8762,37,38,lohi,-1
<-5500,41,42,37,NAA,8762,37,38,medlo,0.9346237184531012
<-5500,41,42,37,NAA,8762,37,38,medmed,0.9366264480662626
<-5500,41,42,37,NAA,8762,37,38,medhi,0.945579169911218
<-5500,41,42,37,NAA,8762,37,38,hilo,0.9537248376309728
<-5500,41,42,37,NAA,8762,37,38,himed,0.9453777301961966
<-5500,41,42,37,NAA,8762,37,38,hihi,0.9360566181299602
<-5500,42,43,38,NAA,2492,38,39,lolo,0.9334651628869566
<-5500,42,43,38,NAA,2492,38,39,lomed,-1
<-5500,42,43,38,NAA,2492,38,39,lohi,-1
<-5500,42,43,38,NAA,2492,38,39,medlo,0.9255448180219406
<-5500,42,43,38,NAA,2492,38,39,medmed,0.9254463818833566
<-5500,42,43,38,NAA,2492,38,39,medhi,0.9310994771278844
<-5500,42,43,38,NAA,2492,38,39,hilo,0.943971862064447
<-5500,42,43,38,NAA,2492,38,39,himed,0.9345334123317132
<-5500,42,43,38,NAA,2492,38,39,hihi,0.9222493394586274
<-5500,43,44,39,NAA,3619,39,40,lolo,0.9411129276387185
<-5500,43,44,39,NAA,3619,39,40,lomed,-1
<-5500,43,44,39,NAA,3619,39,40,lohi,-1
<-5500,43,44,39,NAA,3619,39,40,medlo,0.9336430654413082
<-5500,43,44,39,NAA,3619,39,40,medmed,0.9343468087524812
<-5500,43,44,39,NAA,3619,39,40,medhi,0.9399718094698198
<-5500,43,44,39,NAA,3619,39,40,hilo,0.9507684392838698
<-5500,43,44,39,NAA,3619,39,40,himed,0.942145386641072
<-5500,43,44,39,NAA,3619,39,40,hihi,0.9313848263198105
<-5500,44,45,40,NAA,12421,40,41,lolo,0.952107480899293
<-5500,44,45,40,NAA,12421,40,41,lomed,-1
<-5500,44,45,40,NAA,12421,40,41,lohi,-1
<-5500,44,45,40,NAA,12421,40,41,medlo,0.9456426182903476
<-5500,44,45,40,NAA,12421,40,41,medmed,0.9467621087214256
<-5500,44,45,40,NAA,12421,40,41,medhi,0.9518986693811202
<-5500,44,45,40,NAA,12421,40,41,hilo,0.9601806190367088
<-5500,44,45,40,NAA,12421,40,41,himed,0.9531412982025304
<-5500,44,45,40,NAA,12421,40,41,hihi,0.9444810825013092
<-5500,45,46,41,NAA,11780,41,42,lolo,0.9570634494547472
<-5500,45,46,41,NAA,11780,41,42,lomed,-1
<-5500,45,46,41,NAA,11780,41,42,lohi,-1
<-5500,45,46,41,NAA,11780,41,42,medlo,0.950670157588756
<-5500,45,46,41,NAA,11780,41,42,medmed,0.951677546093448
<-5500,45,46,41,NAA,11780,41,42,medhi,0.9560241234757824
<-5500,45,46,41,NAA,11780,41,42,hilo,0.9636442435910244
<-5500,45,46,41,NAA,11780,41,42,himed,0.9571890376978148
<-5500,45,46,41,NAA,11780,41,42,hihi,0.9493051665044266
<-5500,46,47,42,NAA,14248,42,43,lolo,0.9608319131945678
<-5500,46,47,42,NAA,14248,42,43,lomed,-1
